message_text,label,category
Aapko exam result ki duplicate copy bhejni hai. Fees jama karne ke liye link.,phishing,Misc_Scam
Alert: New device login detected. Agar yeh aap hain to ignore karein.,safe,System_Alert
Aapka university scholarship delayed hai. Details ke liye apna account number dein.,phishing,Scholarship_Job_Scam
Bank: Aapka statement ready hai. Portal par login karein.,safe,Bank_Notice
Aapki salary deposit fail hui hai. Bank confirm karein: http://verify-now.net/evqudc,phishing,Bank_Scam
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://tinyurl.com/m6zlou,phishing,Bank_Scam
Account recovery: Apna username aur password yahan enter karein: http://secure-pay.com/um9cw5,phishing,Credential_Theft
Aapka OTP 486335 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Tax department se notice: Aapki tax file incomplete hai. Jaldi action lein: http://secure-pay.com/pv8y7m,phishing,Government_Scam
University: Kal class online 10:00 AM par shuru hogi. Zoom link department se bheji jayegi.,safe,University_Notice
University: Aapka email deactivate ho raha hai. Reactivate karne ke liye credentials provide karein.,phishing,Credential_Theft
Aapka OTP 012236 hai. Isay kisi ke sath share na karein.,phishing,OTP_Scam
Bank: Apki transaction successful hui. Amount Rs. 1500.,safe,Bank_Notice
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://tinyurl.com/6lr4oj,phishing,Fake_Prize_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://secure-pay.com/2a849w,phishing,Fake_Prize_Scam
JazzCash: Suspicious transaction detect hui. Account verify karein: http://bit.ly/ohuc4a,phishing,MobileWallet_Scam
Security Alert: Aapka account unauthorized login detect hua. Agar yeh aap nahi to yeh form bharain: http://bit.ly/wmfuny,phishing,Credential_Theft
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
College admin: Exam schedule attach kiya ja raha hai. Please check the portal.,safe,University_Notice
University: Kal class online 10:00 AM par shuru hogi. Zoom link department se bheji jayegi.,safe,University_Notice
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Aapka parcel hold pe hai. Delivery release karne ke liye payment karein: http://verify-now.net/7fn10y,phishing,Delivery_Scam
Alert: New device login detected. Agar yeh aap hain to ignore karein.,safe,System_Alert
JazzCash: Aapka transfer Rs. 2500 complete hogaya.,safe,MobileWallet_Confirm
JazzCash: Suspicious transaction detect hui. Account verify karein: http://secure-pay.com/8lrxp6,phishing,MobileWallet_Scam
Aapka OTP 282582 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://verify-now.net/va6bhk,phishing,Bank_Scam
Delivery company: Apke parcel ka shipment address confirm karein: http://tinyurl.com/6b0d41,phishing,Delivery_Scam
Easypaisa: Aapko refund mil raha hai. Refund claim karne ke liye link par click karein: http://verify-now.net/lcdvfy,phishing,MobileWallet_Scam
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Aapki salary deposit fail hui hai. Bank confirm karein: http://verify-now.net/mr5ry3,phishing,Bank_Scam
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://verify-now.net/amglmw,phishing,Bank_Scam
Aapko exam result ki duplicate copy bhejni hai. Fees jama karne ke liye link.,phishing,Misc_Scam
Delivery company: Apke parcel ka shipment address confirm karein: http://bit.ly/3uxn4k,phishing,Delivery_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
